游戏应用ID,名称,发布日期,价格,最高同时在线人数,好评数,差评数,推荐数,支持Windows,支持Mac,支持Linux,游戏类别,玩法类型,游戏标签,评论总数,好评率,适用年龄,支持语言,媒体评价,开发商,发行商,展示图片链接,官方网站,支持邮箱,宣传视频链接
502710,终极狙击手 VR,2016/8/3,7.99,139,119,80,192,1,0,0,单人游戏，跟踪控制器支持，仅限 VR，家庭共享,动作，冒险，模拟,动作，冒险，模拟，VR，二战，狙击手，第一人称射击,199,59.80%,0,['英语'],“哦，我的上帝！！呜呜呜！！Jacksepticeye,罗伯特·韦弗,罗伯特·韦弗,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/502710/header.jpg?t=1474829879,https://www.facebook.com/BrilliantGameStudios,brilliantredstudios@live.com,"http://video.akamai.steamstatic.com/store_trailers/256670840/movie_max.mp4?t=1474508167,http://video.akamai.steamstatic.com/store_trailers/256667985/movie_max.mp4?t=1474508178"
263820,恶之任务,2014/2/20,1.99,139,576,79,510,1,0,0,单人游戏，Steam 成就，Steam 集换式卡牌，部分控制器支持，家庭共享,动作，冒险，独立，角色扮演,角色扮演，独立，动作，冒险，反派主角，复古，动作角色扮演，像素图形，单人,655,87.94%,0,['英语'],“本周 Xbox Live 独立游戏” 特卖SPWN “EvilQuest 的真正奖品是您将参与的众多 Boss 战。”4/5 – 独立矿山 “如果您对动作角色扮演游戏有一点兴趣，那么 EvilQuest 值得您关注。- 更多信息请访问：-review-misanthropic-bliss/#sthash.wlUXVycl.dpuf“ A - 必玩 – Extra Guy,超软游戏,超软游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/263820/header.jpg?t=1573010609,http://www.chaosoftgames.com/?page_id=7,forrest@chaosoftgames.com,http://video.akamai.steamstatic.com/store_trailers/2030681/movie_max.mp4?t=1447360073
515180,公交模拟器18,2018/6/13,24.99,138,10405,2398,8064,1,0,0,单人游戏，多人，合作，在线合作，Steam 成就，完全控制器支持，Steam 集换式卡牌，家庭共享,模拟,模拟，汽车模拟，驾驶，多人，拟真，开放世界，单人，合作，第一人称，管理，动作，策略，可模组化，VR，Mod,12803,81.27%,0,['英语'， '法语'， '德语'， '西班牙语-西班牙'， '捷克语'， '日语'， '波兰语'， '葡萄牙语-巴西'， '俄语'， '简体中文'， '土耳其语'， '韩语'],“这是一款公交车驾驶游戏，绝对很高兴成为一款公交车驾驶游戏，并希望我也有同样的感觉。你知道吗？我想我有。这一切都归功于 Mira Tannhauser，她是世界头号的公交车粉丝。石头布霰弹枪,Stillalive Studios（斯蒂尔阿利奥工作室）,阿斯特拉贡娱乐,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/515180/header.jpg?t=1725006722,http://www.bussimulator.com/,helpdesk@astragon.de,"http://video.akamai.steamstatic.com/store_trailers/256719715/movie_max.mp4?t=1528909229,http://video.akamai.steamstatic.com/store_trailers/256723714/movie_max.mp4?t=1532617362,http://video.akamai.steamstatic.com/store_trailers/256719301/movie_max.mp4?t=1528464409,http://video.akamai.steamstatic.com/store_trailers/256719303/movie_max.mp4?t=1528465104,http://video.akamai.steamstatic.com/store_trailers/256719306/movie_max.mp4?t=1528466800,http://video.akamai.steamstatic.com/store_trailers/256719311/movie_max.mp4?t=1528467607"
1281860,青蛙之歌,2023/6/10,14.99,134,198,6,152,1,1,0,单人游戏，多人，合作，共享/分屏合作，共享/分屏，Steam 成就，完全控制器支持，远程同乐，家庭共享,动作，冒险，独立，角色扮演,探索，动作角色扮演，动作冒险，角色扮演，可爱，俯视，欢乐，LGBTQ+，控制器，线性，故事丰富，2D，动作，卡通风格，彩色，手绘，阖家，奇幻，氛围，情感,204,97.06%,0,['英语'],“一出门，游戏的魅力就从屏幕上跃出。”电子游戏很好,Frogteam Games，Bee Braun,Frogteam 游戏,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1281860/header.jpg?t=1722668286,https://twitter.com/frogsonggame,contact@frogsonggame.com,http://video.akamai.steamstatic.com/store_trailers/256952061/movie_max.mp4?t=1686415470
1609570,Agonize,2022/9/16,4.99,132,90,54,115,1,0,0,单人游戏，多人，合作，在线合作，家庭共享,动作，冒险，休闲，独立,恐怖，在线合作，多人，生存恐怖，心理恐怖，合作，独立，黑暗，解谜，困难，氛围，动作，单人，第一人称，惊悚，暴力，潜行，冒险，3D，第一人称射击,144,62.50%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '日语'， '韩语'， '波兰语'， '葡萄牙语 - 巴西'， '简体中文'],“Agonize 拥有美丽的视觉效果和简约的 HUD，让您沉浸在黑暗和恐怖的世界中” ProGameGuides “Agonize 是一款黑暗、大气且基于心理的生存恐怖游戏”GamingLyfe “一款坚实的团队合作导向（支持近距离语音聊天）恐怖游戏，拥有令人毛骨悚然的豪宅供您探索、收集工具、物品和笔记、随机元素、完成任务..躲避怪物！A+ – 游戏奶奶,Vault Interactive,Vault Interactive,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1609570/header.jpg?t=1677238533,https://www.agonizegame.com,info@vaultinteractive.net,"http://video.akamai.steamstatic.com/store_trailers/256932450/movie_max.mp4?t=1677238530,http://video.akamai.steamstatic.com/store_trailers/256889234/movie_max.mp4?t=1655119428,http://video.akamai.steamstatic.com/store_trailers/256858739/movie_max.mp4?t=1635941720"
405950,Lowglow,2015/12/3,3.99,131,420,43,209,1,1,0,单人游戏，Steam 成就，完全控制器支持，Steam 集换式卡牌，Steam 云，家庭共享,冒险，休闲，独立,独立，休闲，冒险，解谜，氛围，单人,463,90.71%,0,['英语'],“它看起来很漂亮，听起来也很美，并且通过其不断具有挑战性的谜题同时挑逗、刺激和安抚我方面做得非常出色。”石头、布、霰弹枪 “Lowglow 是一款有点舒缓但仍然具有挑战性的益智游戏，具有独特的方法和感觉。”4/5 – 双有限,洛克迪尔,洛克迪尔,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/405950/header.jpg?t=1670413858,https://rockodilegames.com/lowglow/,contact@rockodilegames.com,"http://video.akamai.steamstatic.com/store_trailers/256658769/movie_max.mp4?t=1662635217,http://video.akamai.steamstatic.com/store_trailers/256658065/movie_max.mp4?t=1449063433"
581760,真亦假2,2017/1/27,4.99,131,134,18,149,1,1,1,单人游戏，Steam 成就，Steam 集换式卡牌，部分控制器支持，家庭共享,休闲，独立,益智游戏，可爱，喜剧，阖家，光明会，解谜，教育，模因，单人，手绘，续集，搞笑，2D，休闲，氛围，放松，独立，快节奏，短篇，好评原声音轨,152,88.16%,0,['英语'， '日语'， '德语'],“我的想法绝对被震撼了！True or False 2 教会了我一些我从未知道的东西！Jack 化脓眼,弗拉基米尔·马斯洛夫,弗拉基米尔·马斯洛夫,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/581760/header.jpg?t=1705002375,,pythagoria.sup@gmail.com,http://video.akamai.steamstatic.com/store_trailers/256678001/movie_max.mp4?t=1484624250
532290,暗影列车,2016/10/25,9.99,129,136,50,110,1,1,0,单人游戏，Steam 成就，Steam 集换式卡牌，部分控制器支持，家庭共享,冒险，独立,冒险，独立，蒸汽朋克，黑暗，科幻，解谜，氛围，火车,186,73.12%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语-西班牙'， '捷克语'， '日语'， '波兰语'， '俄语'， '简体中文'],“Dark Train 带您踏上一段奇特、令人困惑、奇妙的旅程，进入一个看似灰色的工业世界，事实证明它充满了丰富的想象力。所有这些都在一只名叫 Ann 的机械鱿鱼的陪伴下。80% – 冒险游戏玩家 “如果您是一个喜欢为了旅程而探索而不关心目的地的游戏玩家，那么您应该对 Dark Train 感到高兴。”90% – Just Adventure “Dark Train 打破了益智游戏的模式，创造了一种非常黑暗和引人入胜的体验，尽管没有故事情节。我肯定会向任何正在寻找一款不牵你手的益智游戏的人推荐它。90% – GameGrin,Paperash 工作室,Paperash Studio，Ateliér Duch？,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/532290/header.jpg?t=1696951201,http://www.paperash.com/,studio@paperash.com,"http://video.akamai.steamstatic.com/store_trailers/256672266/movie_max.mp4?t=1527346058,http://video.akamai.steamstatic.com/store_trailers/256694464/movie_max.mp4?t=1527346079,http://video.akamai.steamstatic.com/store_trailers/256672267/movie_max.mp4?t=1527346069"
690370,坎塔塔,2023/8/15,24.99,129,90,42,112,1,0,0,单人游戏，多人，玩家对战，在线玩家对战，局域网玩家对战，共享/分屏玩家对战，合作，在线合作，局域网合作，共享/分屏合作，共享/分屏，包括关卡编辑器，家庭共享,独立，模拟，策略,策略，沙盒，像素图形，管理，可模组化，关卡编辑器，回合战略，基地建设，回合制战术，科幻，4X，重玩价值，自动化，氛围，多人，单人，建造，故事丰富，本地多人，玩家对战,132,68.18%,0,['英语'],“通过以某种方式既简洁又有特色的对话实现的微妙世界构建创造了一种独特的混合物，我承认我完全迷恋它。”PC Gamer “Cantata 将策略带到明星面前，将华丽、恰如其分的超凡脱俗的艺术与松脆、令人满意的战术游戏分层。”4/5 – WePC “[Cantata 的抢先体验] 表明很快就会有另一款顶级独立游戏推出。”屏幕咆哮,课后工作室,现代之狼,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/690370/header.jpg?t=1701700361,https://www.cantata-game.com,,"http://video.akamai.steamstatic.com/store_trailers/256886337/movie_max.mp4?t=1692364399,http://video.akamai.steamstatic.com/store_trailers/256934779/movie_max.mp4?t=1690296953,http://video.akamai.steamstatic.com/store_trailers/256849220/movie_max.mp4?t=1690296958"
348240,Gun Wings,2015/12/8,1.59,127,360,48,332,1,0,0,单人游戏，Steam 成就，Steam 集换式卡牌，部分控制器支持，Steam 云，Steam 排行榜，家庭共享,动作，休闲，独立,子弹射击，动作，清版射击，动漫，女性主角，独立，射击，裸露，2D，休闲，街机，困难，多彩，奇幻，好评原声音轨，可爱，快节奏，色情内容，信仰，单人,408,88.24%,0,['英语'， '简体中文'， '繁体中文'， '法语'， '德语'， '西班牙语 - 西班牙'， '日语'， '俄语'],“我绝对有兴趣在未来检查这个。”Destructoid “真剣に面白いSTGを作ろうとしている感じが伝わってくる素敵な作品です。” プロフィール,水星石，天使蓝数字娱乐，DigitalEZ,数字EZ,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/348240/header.jpg?t=1630753151,http://angelsblue.org/perentra/,cs@digitalez.cc,http://video.akamai.steamstatic.com/store_trailers/256658322/movie_max.mp4?t=1448063200
661680,生长机器人,2021/10/21,19.99,126,154,19,105,1,1,1,单人游戏，Steam 成就，全手柄支持，家庭共享,冒险，独立,冒险，独立，指向&点击，可爱，解谜，2D，故事丰富，氛围，单人游戏，精彩原声带，有趣，探索，手绘，科幻，女性主角，机器人,173,89.02%,0,['英语'， '法语'， '意大利语'， '德语'， '西班牙语 - 西班牙'， '日语'， '韩语'， '葡萄牙语 - 巴西'， '俄语'， '简体中文'],“Growbot 的艺术作品非常迷人。”Rock Paper Shotgun “Growbot 的艺术、动画和声音设计都很棒，在探索色彩缤纷的生物朋克空间站时，我不止一次忘记了时间。我可能不太清楚发生了什么，也不知道这个美丽而超现实世界的真正运作方式，但我肯定很享受身处其中。PC Gamer “精美的艺术作品、迷人的角色和引人入胜的叙事。”Alpha Beta 玩家,侘寂游戏,应用系统 Heidelberg,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/661680/header.jpg?t=1683293588,http://growbotgame.com,growbothelp@gmail.com,"http://video.akamai.steamstatic.com/store_trailers/256854016/movie_max.mp4?t=1683293577,http://video.akamai.steamstatic.com/store_trailers/256688803/movie_max.mp4?t=1683293581"
1525660,阳焰,2021/6/3,14.99,126,337,33,231,1,1,1,单人游戏，Steam 成就，完全控制器支持，提供字幕，家庭共享,动作，冒险，独立,复古，超级英雄，精确平台游戏，女性主角，像素图形，2D平台游戏，平台解谜，平台解谜，平台游戏，2D，可爱，滑稽，控制器，故事丰富，动作，卡通风格，科幻，单人，无情，困难,370,91.08%,0,['英语'， '德语'， '西班牙语-西班牙'， '俄语'， '荷兰语'， '芬兰语'， '葡萄牙语-巴西'， '西班牙语-拉丁美洲'， '日语'， '简体中文'， '繁体中文'],“Celeste 和 Super Meat Boy 鉴赏家不会爱不释手，休闲游戏玩家将在这个有趣的动作冒险中沉浸数小时。Sunblaze 是卓越的平台，是拟人化的。DashGamer “硬核跑酷。这些阶段就像 Ninja Warrior 的险恶版本，失败的意义远不止于跳入游泳池并在明年再试。退出 Build,来自地球的游戏,Bonus Stage Publishing，Leoful,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1525660/header.jpg?t=1724410566,https://sunblazegame.com/,team@bonusstage.co,"http://video.akamai.steamstatic.com/store_trailers/256837268/movie_max.mp4?t=1697040239,http://video.akamai.steamstatic.com/store_trailers/256835589/movie_max.mp4?t=1697040243"
366960,SECTOR,2015/6/29,0,125,32,104,23,1,0,0,单人游戏,动作，独立,动作，独立，恐怖，第一人称射击，射击，单人，科幻，复古，氛围，免费开玩，经典,136,23.53%,0,['英语'],7/10 – TGC 5/5 – 游戏常见问题解答7.6/10 – Desura,UD 系列,UD 系列,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/366960/header.jpg?t=1468887547,https://www.facebook.com/pages/Sector/1594428917465130,sectorcomputergame@gmail.com,
1400910,声波闪避者2,2023/4/10,19.99,125,170,5,156,1,0,0,单人游戏，Steam 成就，完全控制器支持，Steam 云，包括关卡编辑器，家庭共享,动作，休闲，独立,子弹地狱，节奏，射击游戏，困难，竞技场射击，街机，彩色，动作，放松，子弹时间，时间纵，2D，2.5D，黑色，控制器，休闲，抽象，极简主义，风格化，关卡编辑器,175,97.14%,0,['英语'],“我的炒作是不可估量的” Freeek323，Beat Saber 的首席关卡创作者 “该死的这个规则” Kent Mudle，@ Telltale Games 总监,Studio Bean,Studio Bean,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1400910/header.jpg?t=1681393861,https://soundodger.com,bean@onemrbean.com,"http://video.akamai.steamstatic.com/store_trailers/256937961/movie_max.mp4?t=1679933253,http://video.akamai.steamstatic.com/store_trailers/256852485/movie_max.mp4?t=1632323292,http://video.akamai.steamstatic.com/store_trailers/256801931/movie_max.mp4?t=1632323299"
